0,1,2,3,4,5,6,7,8
1.8809037317493151,6.482342578620958,1.9382017945162542,0.9127533739622175,2.2853251711064977,-3.6301824847532584,0.9587527601562942,-1.2767042113765155,0.3873129611221162
4.75422181121414,3.3796498482968564,-10.952771185354372,5.856313676232064,-3.3920827651879373,-0.1840396535461033,0.4905557381523084,-4.44303610936881,-2.1564186740050544
3.2020404338351267,-5.144208745851449,2.4504701831315057,-1.4181052855591205,-1.6727296595857006,-0.2722724232310713,0.026616232893082115,1.0395155589619756,0.5675981984865616
-3.8501273515426004,-0.6049995326229963,0.48308105335917007,-2.8156347833864355,-2.56365591403519,-0.9168959005110695,1.7850840522884661,0.9484837328407394,1.2139528905538972
-5.469859335484656,7.944911977176017,3.9194421334316307,-8.06444079628286,5.393199671875255,-1.1151598132732525,-0.8159451763055376,-0.7881454343196889,0.6369104487943581
9.99475933151562,8.96151731074422,-5.298601944927341,5.783713098505684,-2.387450986531285,-2.349975922586138,0.008569735589379788,0.581577898950225,2.2912364951727975
-0.5151236669585468,1.4965773337606738,0.9685618792967398,5.926679084114793,1.6349962457513405,-0.08357499510218767,1.6168166219018256,0.8565736283330896,0.15417111992458465
0.41491920142283156,-1.1002384281988133,-0.1466074237169831,-0.7557046329037368,0.3379169623702486,-0.3441261641605453,0.23309576670355495,-1.668263765899991,1.363839788092823
-1.515922178587951,0.47537147477963654,0.6996565658009212,-2.2272648727094935,-3.0280108492266313,-1.0656028738477237,-3.4388977655240525,-1.8064637045637248,-0.5213578091000588
8.696026474118367,-6.3736040715553015,1.1638153957165494,-0.657849321943702,2.669937931016122,1.680046713394427,-2.8305632495842454,1.7684166797097665,-0.28529455358922107
-5.44602604529733,0.7081424857501994,1.3913383047398211,-0.027932289187865028,5.474032689170104,1.9047036526033263,0.39227386518165147,-0.3632360707808927,-0.879885947490372
4.496027828650896,-7.87956383972148,-2.3545873135400446,3.482259989004168,0.9828710945973395,1.5108643256826568,0.6111162516892782,-0.4833048362059391,-0.620365728291383
-3.8830727089638555,3.4803602453785296,-1.3626232190848269,0.8197117745892656,-0.6975478662614759,0.5983334998683959,-2.3215956214681985,-0.3163915003993054,-0.8564858020581657
-5.2601900084340105,0.3933952038718753,0.386720299067229,-0.02552739791967504,-1.908893492674177,1.7704811638976103,-1.2768412111030782,1.5764374649285955,-0.08447157469092241
